ID,팔로워,팔로우,업로드 날짜,업로드 시간,장소 태그 여부,계정 태그 여부,해시태그,사진 이름,좋아요 수
weisheit_ha,1904,581,2021-05-22,20:37:47,1,0,"['한밭수목원', '대전', '대전가볼만한곳', '대전데이트', '좋아요', '일상', '일상스타그램', '소통', '좋아요반사', 'f4f', '팔로우반사', '좋반', '소통해요', '셀카', '좋테', 'daily', 'ootd', 'likeforlikes', '첫줄', '피드', '첫줄반사', 'selca', 'selfie', '좋반테러', '선팔', '맞팔', '선팔맞팔', '팔로우', '소통해요', '맞팔환영', '일상소통']",weisheit_ha_8.png,270
weisheit_ha,1904,581,2021-05-22,13:28:21,1,0,"['대전', '대전카페', '알로하녹', '카페', '좋아요', '일상', '일상스타그램', '소통', '좋아요반사', 'f4f', '팔로우반사', '좋반', '소통해요', '셀카', '좋테', 'daily', 'ootd', 'likeforlikes', '첫줄', '피드', '첫줄반사', 'selca', 'selfie', '좋반테러', '선팔', '맞팔', '선팔맞팔', '팔로우', '소통해요', '맞팔환영', '일상소통']",weisheit_ha_9.png,269
weisheit_ha,1904,581,2021-05-22,12:41:18,1,0,"['대전', '대전카페', '알로하녹', '카페', '좋아요', '일상', '일상스타그램', '소통', '좋아요반사', 'f4f', '팔로우반사', '좋반', '소통해요', '셀카', '좋테', 'daily', 'ootd', 'likeforlikes', '첫줄', '피드', '첫줄반사', 'selca', 'selfie', '좋반테러', '선팔', '맞팔', '선팔맞팔', '팔로우', '소통해요', '맞팔환영', '일상소통']",weisheit_ha_10.png,216
weisheit_ha,1904,581,2021-05-20,21:26:07,1,0,"['대전', '대전카페', '궁동카페', '카페', '카페추천', '좋아요', '일상', '일상스타그램', '소통', '좋아요반사', 'f4f', '팔로우반사', '좋반', '소통해요', '셀카', '좋테', 'daily', 'likeforlikes', '첫줄', '피드', '첫줄반사', 'selca', 'selfie', '좋반테러', '선팔', '맞팔', '선팔맞팔', '팔로우', '소통해요', '맞팔환영', '일상소통']",weisheit_ha_11.png,277
weisheit_ha,1904,581,2021-04-24,21:22:08,1,0,"['한밭수목원', '대전', '대전가볼만한곳', '엑스포공원', '좋아요', '일상', '일상스타그램', '소통', '좋아요반사', 'f4f', '팔로우반사', '좋반', '소통해요', '셀카', '좋테', 'daily', 'ootd', 'likeforlikes', '첫줄', '피드', '첫줄반사', 'selca', 'selfie', '좋반테러', '선팔', '맞팔', '선팔맞팔', '팔로우', '소통해요', '맞팔환영', '일상소통']",weisheit_ha_12.png,263
weisheit_ha,1904,581,2021-04-05,18:18:36,0,0,"['공원', '공원산책', '튤립', '대전', '좋아요', '일상', '일상스타그램', '소통', '좋아요반사', 'f4f', '팔로우반사', '좋반', '소통해요', '셀카', '좋테', 'daily', 'ootd', 'likeforlikes', '첫줄', '피드', '첫줄반사', 'selca', 'selfie', '좋반테러', '선팔', '맞팔', '선팔맞팔', '팔로우', '소통해요', '맞팔환영', '일상소통']",weisheit_ha_13.png,307
daallpt_official,266,3,2021-05-04,13:42:24,1,0,"['동료구함', '다올피티']",daallpt_official_12.png,21
c_ozy.o,3344,786,2021-05-24,12:50:07,1,0,"['팔로인', '팔로우', '선팔하면맞팔', '선팔맞팔', '맞팔', '선팔', '소통', '셀피', '인친', '일상', '데일리', '좋아요', '얼스타그램', '셀스타그램', '좋반', '데일리룩', 'following', 'follow4like', 'selfie', 'liked', 'like4likes', 'likeforfollow', 'likelike', 'likeforlikeback', 'like4follow', 'selstagram', 'dailylook', 'ulzzang', 'ulzzangstyle', 'ulzzanggirl']",c_ozy.o_10.png,570
c_ozy.o,3344,786,2021-05-18,14:28:04,0,0,['팔로인'],c_ozy.o_11.png,607
c_ozy.o,3344,786,2021-05-14,13:00:51,1,0,"['팔로인', '팔로우', '팔로우미', '선팔하면맞팔', '선팔맞팔', '맞팔', '맞팔환영', '소통', '셀피', '인친', '일상', '데일리', '좋아요', '얼스타그램', '좋반', '좋아요테러', '좋아요반사', '첫줄반사', '데일리룩', 'following', 'selfie', 'liked', 'like4likes', 'likeforfollow', 'likelike', 'likeforlikeback', 'like4follow', 'dailylook', 'daily', 'fff']",c_ozy.o_12.png,707
c_ozy.o,3344,786,2021-05-11,12:58:29,1,0,"['팔로인', '연남동']",c_ozy.o_13.png,737
c_ozy.o,3344,786,2021-05-08,13:08:26,1,0,"['팔로인', '강릉', '팔로우', '팔로우미', '선팔맞팔', '맞팔', '맞팔환영', '소통', '셀피', '인친', '일상', '데일리', '좋아요', '얼스타그램', '좋반', '좋아요테러', '좋아요반사', '첫줄반사', '데일리룩', 'following', 'selfie', 'liked', 'like4likes', 'likeforfollow', 'likelike', 'likeforlikeback', 'like4follow', 'dailylook', 'fff', 'f4f']",c_ozy.o_14.png,707
c_ozy.o,3344,786,2021-05-04,13:43:44,1,0,"['팔로인', '안목해변', '팔로우', '팔로우미', '선팔맞팔', '맞팔', '맞팔환영', '소통', '셀피', '인친', '일상', '데일리', '좋아요', '얼스타그램', '좋반', '좋아요테러', '좋아요반사', '첫줄반사', '데일리룩', 'following', 'selfie', 'liked', 'like4likes', 'likeforfollow', 'likelike', 'likeforlikeback', 'like4follow', 'dailylook', 'fff', 'f4f']",c_ozy.o_15.png,658
c_ozy.o,3344,786,2021-04-20,12:46:07,0,0,"['팔로인', '팔로우', '맞팔해요', '팔로우미', '선팔맞팔', '맞팔', '맞팔환영', '소통', '셀피', '인친', '일상', '데일리', '좋아요', '얼스타그램', '좋반', '좋아요테러', '좋아요반사', '첫줄', '첫줄반사', '데일리룩', 'following', 'selfie', 'liked', 'like4likes', 'likesforlike', 'likeforfollow', 'likelike', 'likeforlikeback', 'like4follow', 'dailylook']",c_ozy.o_20.png,615
_dec.21,1163,227,2021-06-11,13:29:10,1,0,"['제천', '제천카페', '제천카페추천', '글루글루', '글루글루카페', '제천가볼만한곳', '제천여행', '여행', '여행스타그램', '여행지추천', '여행에미치다', '국내', '국내여행', '국내여행지추천', '카페', '카페스타그램', '의림지파크랜드', '청풍호반케이블카', '청주', 'cafe', 'cafestagram']",_dec.21_15.png,202
_dec.21,1163,227,2021-06-11,11:20:42,1,0,"['청주', '청주카페', '청주카페추천', '청주카페투어', '카페', '카페스타그램', '카페추천', '카페투어', 'cafe', 'cafestagram', '분평동', '분평동카페', '에이커', '카페에이커', '에이커카페', '청주가볼만한곳', 'follow', 'likeforlikes']",_dec.21_16.png,194
_dec.21,1163,227,2021-06-09,16:19:15,1,0,"['청주', '청주카페', '청주카페추천', '청주카페투어', '카페', '카페스타그램', '카페추천', '카페투어', '청주가볼만한곳', '분평동', '분평동카페', '에이커', '카페에이커', '에이커카페', 'cafe', 'cafestagram']",_dec.21_17.png,243
_dec.21,1163,227,2021-06-09,11:22:34,1,0,"['청주', '청주카페', '청주카페추천', '카페', '카페스타그램', '카페추천', '카페투어', '베이커리카페', '분평동', '분평동카페', '에이커', 'acre', 'cafe', 'cafestagram', '청주가볼만한곳', 'daily']",_dec.21_18.png,291
_dec.21,1163,227,2021-06-07,16:22:26,1,0,"['청주', '청주피크닉', '오창피크닉', '미유피크닉', '피크닉', '당진', '당진여행', '당진가볼만한곳', '당일치기', '당일치기여행', '여행', '여행스타그램', '여행지추천', '여행에미치다', '국내여행', '국내여행지추천', '국내여행추천', '국내', '왜목마을', '왜목마을해수욕장']",_dec.21_20.png,190
_dec.21,1163,227,2021-06-07,11:22:42,1,1,"['피크닉', '청주피크닉', '오창피크닉', '미유피크닉', '왜목마을', '왜목마을해수욕장', '당진', '당진여행', '당진피크닉', '당진가볼만한곳', '당일치기', '당일치기여행', '국내', '국내여행', '국내여행지추천', '국내여행추천', '여행', '여행스타그램', '여행지추천', '여행에미치다']",_dec.21_21.png,192
_dec.21,1163,227,2021-06-01,16:20:55,1,1,"['오오티디', '팔로우', '좋아요', '좋아요반사', '맞팔', '선팔', '좋테', '소통', '소통해요', 'follow', 'ootd', '좋반', '좋반테러', '팔로우반사', '일상', '팔로우환영', '선팔하면맞팔', '청주', 'follow', 'fff', 'daily', '청주피크닉', 'instagood', 'likeforlikes', 'lfl', '피크닉', '첫줄반사', 'dailylook', '데일리룩', '첫줄', '여행스타그램']",_dec.21_22.png,150
_dec.21,1163,227,2021-05-25,20:58:54,1,0,"['공주', '청주', '세종', '미르섬', '연미산자연미술공원', '공산성', '공주여행', '공주가볼만한곳', '충남', '충남여행', '당일치기', '여행', '여행스타그램', '여행지추천', '여행에미치다', '국내여행', '국내여행지추천', '국내여행추천', '청주근교']",_dec.21_31.png,198
